Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000162576,MXRA8,0.48163983413693795,-2.2765371258736113,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001987330062797471,2.5168605015041687,2.3771749234223036,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012069850008493337,0.6342217447938692,-0.19955764956645694,0.9262553618886046
ENSG00000175756,AURKAIP1,2.1373174613548573,0.06831233898549272,0.6097149298162815,2.0603635876586166,-0.0509444726468502,0.7305609657341524,1.8450087121276195,-0.21498667377888214,0.8931389708967539
ENSG00000221978,CCNL2,8.19135002275525,-0.3313870548577249,0.0024181700168079546,10.444281740265017,0.3463791133567309,0.0024326005324266436,9.124144646693619,0.08903738862026866,0.788184126769141
ENSG00000235098,ANKRD65,0.7368937525438956,-0.22987353440030578,0.07044292215382045,0.6770860265762889,-0.1749362009243871,0.2489141218643369,2.623371762556459,1.833656058424462,0.0000000020245617576328137
ENSG00000205116,TMEM88B,0.019751791305300293,-1.470148037234245,0.015668553300815683,0.05667914702109206,1.5321772443384516,0.01681157131096731,0.028828261126994055,0.7978304616337022,0.5877912731816396
ENSG00000179403,VWA1,0.7088939604737446,-0.614580002744821,0.0000003856338199264618,1.109073039007315,0.6406696165919337,0.0000003664334421775633,0.8648478338098217,0.1922979903874145,0.7056281697977038
ENSG00000215915,ATAD3C,0.05990653187102067,-1.017471350992004,0.000004278117283380078,0.12254950707263147,1.028941465952446,0.000007067984728420385,0.1008989139444792,0.7443149523066999,0.5125226569118592
ENSG00000160072,ATAD3B,0.6183830047120938,0.31311120920589686,0.030682494637366987,0.49938924132097323,-0.3013697134243212,0.049987591697226365,0.47566630859540193,-0.32143713955681863,0.765674850131395
ENSG00000197785,ATAD3A,0.4015474056572038,0.4818675633255871,0.002462449443991178,0.26348144020615766,-0.6076471504658689,0.00031232460617451656,0.5044945697223959,0.4117396132198293,0.46530423659764236
ENSG00000205090,TMEM240,0.08855748189629142,-1.8966916734428942,0.0000000000000000000000000000005984357339702963,0.34313861980336813,1.9281059206695903,0.0000000000000000000000000000031388401790976872,0.2017978278889584,0.8249241225159767,0.263711113378225
ENSG00000160075,SSU72,0.8573579742410568,-0.38911568461140045,0.0013678251528032087,1.0998818259768675,0.3471192611087862,0.0065920492684274044,1.3405141424052236,0.5897861947712482,0.16260528338259062
ENSG00000228594,FNDC10,0.04948800458910403,-1.8098580338068673,0.000000000007615919937373265,0.1884198671241709,1.9412858515433205,0.0000000000007720383760722103,0.028828261126994055,-0.6503739015803411,0.8774841286152696
ENSG00000197530,MIB2,0.6986924858435346,-0.29970769553251786,0.017901291098442646,0.8670377625388677,0.3087643162025566,0.019701115957515697,0.7927771809923365,0.14499144268969866,0.7686499078056871
ENSG00000189409,MMP23B,0.09658843000943551,-2.3546977757478462,0.00000000000000000000000000000000000000000000000000000000063517485785152864,0.5330903557659469,2.4561990736960966,0.0000000000000000000000000000000000000000000000000000000000020352864332890997,0.12972717507147324,-0.08697188591979588,1
