Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000160075,SSU72,0.8562761492376167,-0.39807168449210995,0.0010100629195491809,1.1285720364796323,0.39807168449210995,0.0010100629195491809
ENSG00000228594,FNDC10,0.049308646848538557,-1.8194642527019043,0.000000000005388748366526726,0.17362646715071267,1.8194642527019043,0.000000000005388748366526726
ENSG00000197530,MIB2,0.6985753668057268,-0.2998817389911912,0.017545834043736858,0.8598644087463866,0.2998817389911912,0.017545834043736858
ENSG00000189409,MMP23B,0.09666232531982229,-2.346585457438432,0.0000000000000000000000000000000000000000000000000000000012736283800639198,0.49194165692701924,2.346585457438432,0.0000000000000000000000000000000000000000000000000000000012736283800639198
ENSG00000248333,CDK11B,0.3051922855603378,-0.4059610458583096,0.005209424630230381,0.4037504355171334,0.4059610458583096,0.005209424630230381
ENSG00000008128,CDK11A,0.07081329899834171,-0.9687342373481922,0.004207431422779324,0.13779878345294655,0.9687342373481922,0.004207431422779324
ENSG00000008130,NADK,0.8415052770539135,-0.1402937662273766,0.28267293879045063,0.9273858126383303,0.1402937662273766,0.28267293879045063
ENSG00000078369,GNB1,4.7016989472978725,0.06439251160508608,0.6195374163699853,4.500508267573235,-0.06439251160508608,0.619537416370055
ENSG00000169885,CALML6,0.061255675820651424,-0.13372118137780653,0.6433131762089085,0.06614341605741435,0.13372118137780653,0.6433131762089085
ENSG00000178821,TMEM52,0.0664689248266643,-1.5100991915024702,0.0000000000001174496990470998,0.1887843333305368,1.5100991915024702,0.0000000000001174496990470998
ENSG00000142609,CFAP74,0.020635777315467677,-3.9490717989567288,0.000000000000000000000000000000000000000000000000000000000000000000000000000068903632293880335,0.32107116544536546,3.9490717989567288,0.000000000000000000000000000000000000000000000000000000000000000000000000000068903632293880335
ENSG00000187730,GABRD,0.024762932778561213,-1.3727683808277433,0.000004677497959212696,0.06338744038835542,1.3727683808277433,0.000004677497959212696
ENSG00000067606,PRKCZ,0.4114122340578503,-0.9900065678367922,0.0000000000000024651082156708385,0.8171467858759731,0.9900065678367922,0.0000000000000024651082156708385
ENSG00000162585,FAAP20,0.9210073243956101,-0.17763030248377762,0.15149456620045879,1.041758802904276,0.17763030248377762,0.15149456620045879
ENSG00000157933,SKI,1.2522658549860122,-1.076453454794954,0.000000000000000000000011530780468849709,2.642980666627515,1.076453454794954,0.000000000000000000000011530780468860114
ENSG00000157916,RER1,1.1160697247039255,-0.18345498938066088,0.14025668877989939,1.2677488077671084,0.18345498938066088,0.14025668877967631
ENSG00000157911,PEX10,0.23872336073367345,-0.36128167160276314,0.02079498841986258,0.30591329926554134,0.36128167160276314,0.02079498841986258
ENSG00000149527,PLCH2,0.38925592578229556,0.3179417054829794,0.04606270978239595,0.3114252506036592,-0.3179417054829794,0.04606270978239595
ENSG00000157881,PANK4,0.6809806514104334,-0.07962687222621356,0.5397832532532281,0.719309649624381,0.07962687222621356,0.5397832532532281
ENSG00000197921,HES5,0.04952586555712243,-1.2674092878462653,0.00000002589064697551181,0.11850695376953405,1.2674092878462653,0.00000002589064697551181
ENSG00000157873,TNFRSF14,0.5254520560643823,-2.3350191042282447,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012170288260877817,2.654004569303751,2.3350191042282447,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012170288260911023
ENSG00000157870,PRXL2B,0.29194194433672166,-0.8996357427301036,0.000000000035673479089994384,0.544305194639139,0.8996357427301036,0.000000000035673479089994384
ENSG00000142606,MMEL1,0.0010860935429193514,-1.6636695800944796,0.2807441741806009,0.002755975669058931,1.6636695800944796,0.2807441741806009
ENSG00000169717,ACTRT2,0.027803994698735398,-1.9003698381148122,0.00000000000005369105605139658,0.10334908758970993,1.9003698381148122,0.00000000000005369105605139658
ENSG00000142611,PRDM16,0.15661468888897048,-1.585667068093207,0.0000000000000000000000004732526593980484,0.46989385157454777,1.585667068093207,0.0000000000000000000000004732526593980484
ENSG00000130762,ARHGEF16,0.6620826237636367,0.7811678379703016,0.00000012304098037772278,0.3844586058337209,-0.7811678379703016,0.00000012304098037772278
ENSG00000162591,MEGF6,0.455507631900376,-1.9406189325221719,0.00000000000000000000000000000000000000000000000000000000000000000029876424527254854,1.7500445498524213,1.9406189325221719,0.00000000000000000000000000000000000000000000000000000000000000000029876424527254854
ENSG00000158109,TPRG1L,0.5806256080446853,-0.6231817379169444,0.0000013123844747940501,0.8943141046096231,0.6231817379169444,0.0000013123844747940501
ENSG00000116213,WRAP73,0.5445673024197628,0.04745147078260148,0.7860066091642025,0.5263913527902558,-0.04745147078260148,0.7860066091642025
ENSG00000078900,TP73,0.6738124340271656,0.23187482798957493,0.1087114542844209,0.5732429391642577,-0.23187482798957493,0.1087114542844209
ENSG00000162592,CCDC27,0.021070214732635418,-1.6928159257539965,0.0000000181642359859087,0.06752140389194382,1.6928159257539965,0.0000000181642359859087
ENSG00000235169,SMIM1,0.03779605529359343,-1.856314658036876,0.00000000000000010269190970211216,0.1364207956184171,1.856314658036876,0.00000000000000010269190970211216
ENSG00000130764,LRRC47,0.8184800939440233,-0.26550293209587555,0.032765209011318866,0.9838833138540385,0.26550293209587555,0.032765209011318866
ENSG00000116198,CEP104,0.8816907381419296,-0.06442285336707657,0.5982078543103984,0.9218738613002125,0.06442285336707657,0.5982078543103984
ENSG00000169598,DFFB,0.21678427116670257,-0.7867915535524017,0.0000001208478398389785,0.37343470315748517,0.7867915535524017,0.0000001208478398389785
ENSG00000198912,C1orf174,0.7678681348439815,-0.121319726958731,0.34228942611772506,0.8350606277248561,0.121319726958731,0.34228942611772506
